48430014437122048,"USER you\u2019re a liar and a traitor",0,1,1,0,0,0
51319509608095744,"USER mike, what does USER dick taste like? Also, are you always the catcher, or does he let you get it in now and then?",0,0,0,0,1,0
49866208395976705,"USER Why are you calling President Bannon \""Sloppy Steve\""?",0,0,0,0,0,1
50605269184151553,"Humans who show kindness to animals have kindness and compassion in their hearts. May God bless all those people and surround them with love always. EMO USER USER USER USER USER USER USER USER",1,0,0,0,1,0
50147529370415104,"I'm guessing USER didn't pay USER to test \""stable genius\"" on a focus group.",0,0,0,0,0,1
51450371087589378,"A real man who knows he is innocent of the charges would man up and face the investigator. But as we all know, USER is not a man, let alone a real one. USER USER USER USER USER USER",0,0,0,0,1,0
50842969367744512,"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER",0,0,0,0,0,1
51170527187623936,"If Obamacare was so great . why are people using their own \u201cextra cash\u201d to flock to the doctor\u2019s office instead of Cabo ? \u EMO 3e\udd14 USER Cabo USER USER USER",0,0,0,0,0,1
47968494758273024,"Happy New Year! Thank you for all you do for us hard working Americans. USER",0,0,1,1,0,0
51311374856093696,"USER So Eminem, Coach Pop, and Robert Deniro personally attacked USER and he doesn\u2019t say a word. But black nfl players peacefully kneeling are SOBs. And USER needs to be fired. See the pattern!",0,1,0,0,0,0
51603455688368129,"Today USER confirmed what we all already knew; he is a blatant racist and a disgusting human being.",0,1,0,0,1,0
53045013440720897,"USER please help legal immigrant who continue to obey law and help country grow H R392 S281",0,0,0,1,0,0
50094363996061696,"USER when anyone says collusion is not a crime . think again. col\u00b7lu\u00b7sion k\u0259\u02c EMO o\u035eoZH\u0259n / noun secret or illegal cooperation or conspiracy, especially in order to cheat or deceive others. Synonym: conspiracy Conspiracy is a crime . Collusion is a crime Trump Russia",0,1,0,0,0,0
51100976064270336,"RT USER USER USER No D A C A No Chain Migration Build The Wall America First Deport Illegals MAGA \u EMO 3c\uddfa\u EMO 3c\uddf8",0,0,1,0,0,0
48205499757023232,"USER traitor trump!",0,0,1,0,0,0
50537276295180288,"Why is USER at the game. Doesnt he have something better to do.",0,0,0,1,0,1
50691110338355201,"Id Like To Bring Back truthfulness integrity and a moral code to deplorables and trumpers. USER also and USER",0,1,0,0,1,0
51362336048238592,"USER why are we having to negotiate with our own government to obey the law on immigration .no DACA .build the wall",0,1,0,1,0,0
51760678787928064,"crybaby cuck USER cancels his visit to UK, expects refund from Thomas CUCK",0,0,0,0,1,1
50105326853939200,"\u201cWhy would a review make the point of saying someone's not a genius? You think I'm especially not a genius?\u201d Cc: USER",0,0,0,0,0,1
52553693009924096,"Dedicated with love, devotion and support to USER who remains my hero .",1,0,1,1,0,0
49155863507316737,"URL USER USER USER WARNING: FOOD AND WATER SUPPLY ON HAND YOU HAD BETTER MAKE A SPEEDY",0,0,0,0,0,1
52435284372807680,"USER how many girls did you really rape?",1,0,0,0,1,0
49652246584799234,"Look at it this way: USER is saving USER writers a lot of time. Very Stable Genius",0,0,0,0,0,1
52515634759335936,"Those who instruct others to do evil&those who obey them must be treated as:\""Evil doers\"". USER USER USER USER USER USER USER USER USER USER USER USER USER USER",0,1,0,0,0,0
52000396943413248,"USER USER",0,0,0,0,0,1
51522074828398592,"Resign now treasonous traitor USER",0,0,1,1,0,0
50414237922344960,"USER USER USER USER USER USER USER USER",0,0,0,0,0,1
53018302162284545,"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER",0,0,0,0,0,1
52348563962343424,"USER USER USER USER There is NO proof USER said \""shithole\"" the witnesses are known liars & Trump Haters & the ones who say he didn't say it are known Patriots who love USA NO illegals",0,1,1,1,0,0
48372732269481985,"The Lord want people to obey the laws including politicians, we must all obey IMMIGRATION LAWS no exception everyone has to come to America legally USER USER USER Freedom Caucus USER USER USER USER USER",0,1,0,1,0,0
47675528558809088,"Then be a patriot and support USER",0,0,1,1,0,0
51598065785466880,"USER is a true piece of shit. Lashing out at \""shithole countries\"" F U Trump.",0,0,0,0,1,0
50489035310489600,"USER Dear Mr President. I won't lie to you. You have bad advisors and so I tell you this humble yourself before the LORD JESUS read and do Acts 2:38 understand Proverbs 29:2. It is not about $$$ YESHUA loves you.",0,0,0,0,1,0
51882117104984064,"The casual, daily normalization of racism and hatred perpetrated by USER is a vicious violence committed on an undeserving world.",1,0,0,1,0,0
50035961655844865,"USER Thank you for all your successes in 2017! Keep Making America Great Again!",0,0,0,1,0,0
52003534010159105,"Will never respect USER . he cannot respect himself.",0,0,0,0,1,0
50328467207409666,"USER What is the delay in prosecuting HC? The country needs equality of justice",0,1,0,0,0,0
49738128243380225,"Thank you President USER for being a true patriot and supporting of Veterans ! Also, thank you for supporting Christians and Israel !",1,0,0,1,0,0
51355313185226753,"USER Every day, American citizens are expected to obey the law - Federal, State, and Local .Every day ordinary citizens do obey the law. Exceptions are dealt with summarily by being arrested and fined or incarcerated. What is so different about violating sovereignty?",0,1,0,0,0,0
48723470933856256,"P O T U Sgate: USER discovered amoral bribery and immoral cheating for a White House thankyoutrump",0,1,0,0,0,0
50765063304081408,"Mayor Con's London. Another horrific murder of an elderly white woman, by a muslim man, with a well-known volatile temper. Horrifying. Tuesday Thoughts USER Q Anon USER",1,0,0,0,0,0
48654090606620673,"USER tick tock \u231b\ufe0f",0,0,0,0,0,1
52590436174098433,"USER lying stealing cheating blackmail extortion child molestation sexual assaulter lazy fat stupid crazy tax evading racist mentally I\u2019ll mentally unstable sad excuse for a father ! And those are his good qualities !",1,1,0,0,1,0
50709961079820289,"Wouldn't hurt to know the words USER USER Worst President Ever",0,0,0,1,0,0
52899656463171586,"\u201cThe hardhearted person lacks the capacity for genuine compassion \u2026 \u201c - MLK CC: USER M L K Day",0,0,0,0,1,0
51759489690161153,"Give me your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shore. Send these, the homeless, tempest-tossed to me, I lift my lamp beside the golden door! USER = the real shithole",0,0,0,0,1,0
51598802418384896,"USER , the US is not an European nation. It is a land of indigenous people, occupied by people from many countries. You are a 2nd generation American, yet you act as if this land is yours. Whether you speak from shear ignorance, or from hate .you need to stop.",0,0,0,1,1,0
49055618903572481,"USER is a liar and a fraud",0,1,0,0,1,0
48709566132482048,"Dear USER You can't buy your way out of this one as you have your entire life. Robert Mueller, free press, and above all, American democracy & rule of law are not for sale. Sincerely, We The People",0,1,0,0,0,0
49290173115895810,"USER can't ever sue anyone, his reputation is crap.",0,0,0,0,1,0
51925242385051650,"Statement from conservative Wesleyan Covenant Association calling on USER to \u201crecognize the dignity and sacred worth of all peoples\u201d. USER",0,0,0,0,1,0
48317902318563328,"USER Sir, you are doing so much good let's keep it going! URL",0,0,0,1,0,0
51923415560146945,"Putin's cheating on USER ?",0,1,0,0,0,0
50110435730128896,"USER USER USER USER USER legalizing daca will never be in the best interest of Americans. It will collapse our democracy and our country will be lost to illegals voices more than America if you give them citizenship",0,0,1,0,0,0
48670677527285760,"URL USER USER didn't want to win - via USER cc USER USER USER USER",0,0,0,0,0,1
51279319694888961,"URL a fraud and a con just like USER",0,1,0,0,1,0
51644465504161798,"I'm not usually crude but USER 's behavior&language leave me to say this: USER acts like a big shit, so in his case, it's appropriate to say that Trump Tower & all of his properties really ARE shitholes. stablegenius USER USER USER USER USER",0,0,0,0,1,0
52984693397311488,"USER USER USER USER USER USER M L K Day",0,0,0,0,0,1
51516085001453568,"Lying Trumpanzee suffers serious butt hurt USER USER USER Mueller Time Blue Wave2018",0,0,0,0,1,0
49717205444304896,". USER will continue to mobilize against USER and USER \u2019s hateful agenda to ensure full equality and justice is achieved for everyone, everywhere.",0,1,0,0,0,0
48997020555071489,"Did USER dye his hair?",0,0,0,0,0,1
51574783308656641,"USER MR TRUMP I TRIED TO TWEET THIS BUT IT WAS DISCARDED HOWEVER, MY QUESTIONS IS: IS THERE ANYWAY YOU CAN HAVE A CONSERVATIVE NEWS OUTLET LIKE TWITTER OR FACEBOOK AS GOOGLE IS REALLY CENSORING CONSERVATIVES - IT WOULD OPEN UP EVERYTHING - I BELIEVE IT COULD SAVE US",0,0,0,0,0,1
52207397996584960,"USER fraud liar fake phony",0,1,0,0,1,0
49739933144571904,"USER are you threating the Author of FIRE AND FURY AND SLOPPY STEVE IF ANYTHING HAPPENS TO EITHER 1 OF THEM WE KNOW WHO DID IT YOUR DUMBER THAN A BAG OF ROCKS !",0,0,0,0,1,0
51796429688893440,"USER USER USER The only shit is U & the only shithole is UR mouth. For someone who claims to \""be like really smart\"" U & UR mouth & tweets prove to all that U'R really like a total & complete idiot\"". U bring nothing but shame to the office of President.",0,0,0,1,1,0
51668045780541440,"USER did you forget about the Norway terrorist that killed over 70 ppl, I'm sure you didn't even know about it but your the stablegenius President either way I'm sure that doesn't matter to you, you disgusting racist Shut Up Trump impeachhisass2018",1,0,0,1,1,0
48192841808908289,"The Resistance is finally acting against the brutal and corrupt USER and it\u2019s racist dictator USER - the antithesis of honorable USER - as World is watching USER hatred and greed kill poor, homeless, children, hungry, elderly",1,1,0,1,1,0
50697477178609665,"White guy comes in the camera dressed in an American flag shirt. White guy : \""Hello Puerto Rico immigrants. We know y'all lost everything and USER did nothing to help you, but let's be honest, you're not really part of America. But hey, he's not Hillary. Vote USER \""",0,0,0,0,0,0
48269408639750144,"\""Everyone is entitled to his own opinion, but not to his own facts.\"" Daniel Patrick Moynihan. Please stop the lying tweets. stopthelies. Blue Tsunami2018 USER USER",0,0,0,0,1,0
52571391462789124,"Everyone is so focused on Shithole Gate. They're missing that USER cheated with 2 porn stars while his current wife, and first lady, was pregnant with his kid. Then he paid them to sign NDAs, and keep their mouths shut.",0,1,0,0,1,0
