521033092132503552,"USER USER All Lives Matter Peace and Love Prevail. God Bless.",1,0,0,0,1,0
537681598989475841,"Wholeheartedly support these protests & acts of civil disobedience & will join when I can! Ferguson All Lives Matter URL  …",0,0,1,1,0,0
624644420705648640,"This Sandra Bland situation man no disrespect rest her soul , but people die everyday in a unjustified matter All Lives Matter",1,1,0,0,0,0
752979765984890884,"Commitment to peace, healing and loving neighbors. Give us strength and patience. Portland Pride All Lives Matter Peace",1,0,0,0,1,0
548029362348765185,"Injustice for one is an injustice for all All Lives Matter Antonio Martin",0,1,1,0,0,0
753261224737898497,"This is what compassion looks like! vegan All Lives Matter URL  …",1,0,0,0,0,0
751971806265810944,"USER USER USER USER this is correct BLM is a racist terror group based in fraud & false narrative All Lives Matter",1,1,0,0,0,0
676436368268984320,"Black Twitter when they see someone tweet All Lives Matter URL",0,0,0,0,0,1
636902749657919489,"Liberty and Justice for all? How about opportunity for all. blacklivesmatter alllivesmatter",0,1,0,0,0,0
568112472542064640,"Took a long time, no? Doctors Strive to Do Less Harm by Inattentive Care, via USER alllivesmatter hope URL  …",1,0,0,0,0,0
540400187458351105,"Yes RT USER EMO o ppl who change Black Lives Matter to All Lives Matter run thru a cancer fundraiser goin""THERE ARE OTHER DISEASES TOO""",0,1,0,0,0,1
751417943427149824,"URL  … All Lives Matter . Give a RANDOM ACT OF KINDNESS TODAY !",1,0,0,0,0,0
546194676441546752,"All Lives Matter but racists behind Black Lives Matter prefer criminals over innocent URL   / s / L3zu USER Ferguson",1,1,1,0,0,0
652553203351990272,"A random act of kindness at the Crestview Cracker Barrell: URL   Blue Lives Matter All Lives Matter",1,0,0,0,0,0
756669445775384576,"Love each other .respect our differences. .have compassion for those you feel aren't as fortunate . all Lives Matter",1,0,0,0,0,0
751585618094940160,". USER on Periscope: Guided Compassion & Healing Meditation alllivesmatter love bethechange URL  …",1,0,0,0,0,0
754861900282814464,"Of course All Lives Matter Shep, you self righteous, dangerously politically correct fraud posing as a fair journalist.",0,1,1,0,0,0
553104279666696192,"""No more hurting people - PEACE"" URL  … Je Suis Charlie Je Suis Martin All Lives Matter Never Forget",1,0,0,0,0,0
543905079133495296,"Where justice is denied . All Lives Matter Millions March N Y C Black Lives Matter URL",0,1,0,0,0,0
